Date,Station,Latitude,Longitude,Elevation,Date,Average Wind Speed,Time of Fastest Wind,Peak Gust Time,Average Temperature,Maximum Temperature,Minimum Temperature,Direction Fastest 2-Minute Wind,Direction Fastest 5-Minute Wind,Fastest 2-Minute Wind Speed,Fastest 2-Minute Wind Speed,"Fog, Ice, Freezing Fog",Heavy Fog or Heavy Freezing Fog,Thunder,"Ice Pellets, Sleet or Small Hail",Hail,Glaze or Rime,"Dust, Volcanic Ash or Blowing Dust",Smoke or Haze,Blowing or Drifting Snow,High or Damaging Winds,Mist,Drizzle,Freezing Drizzle,Rain,Freezing Rain,"Snow, Snow Pellets or Ice Crystals",Unknown Precipitation,Ground Fog,Ice fog or Freezing Fog
3991,USW00094846,41.96017,-87.93164,204.8,2020-12-05,4.92,,,34.0,41.0,29.0,60.0,40.0,8.9,13.0,,,,,,,,,,,,,,,,,,,
3992,USW00094846,41.96017,-87.93164,204.8,2020-12-06,4.7,,,35.0,37.0,34.0,350.0,340.0,13.0,15.0,1.0,,,,,,,1.0,,,,,,,,,,,
3993,USW00094846,41.96017,-87.93164,204.8,2020-12-07,4.03,,,36.0,38.0,33.0,360.0,350.0,8.9,13.0,,,,,,,,,,,,,,,,,,,
3994,USW00094846,41.96017,-87.93164,204.8,2020-12-08,10.07,,,35.0,36.0,33.0,240.0,230.0,21.0,29.1,1.0,,,,,,,1.0,,,,,,,,,,,
3995,USW00094846,41.96017,-87.93164,204.8,2020-12-09,5.59,,,39.0,53.0,32.0,230.0,250.0,13.0,21.0,1.0,,,,,,,1.0,,,,,,,,,,,
3996,USW00094846,41.96017,-87.93164,204.8,2020-12-10,4.47,,,42.0,57.0,31.0,210.0,210.0,15.0,19.0,,,,,,,,1.0,,,,,,,,,,,
3997,USW00094846,41.96017,-87.93164,204.8,2020-12-11,14.76,,,43.0,44.0,36.0,30.0,30.0,28.0,33.1,1.0,,,,,,,1.0,,,,,,,,,,,
3998,USW00094846,41.96017,-87.93164,204.8,2020-12-12,15.21,,,40.0,42.0,30.0,20.0,50.0,25.9,34.0,1.0,,,,,,,,,,,,,,,,,,
3999,USW00094846,41.96017,-87.93164,204.8,2020-12-13,6.71,,,31.0,36.0,27.0,290.0,260.0,21.0,29.1,,,,,,,,,,,,,,,,,,,
4000,USW00094846,41.96017,-87.93164,204.8,2020-12-14,9.62,,,30.0,32.0,21.0,300.0,310.0,17.0,25.9,,,,,,,,,,,,,,,,,,,
4001,USW00094846,41.96017,-87.93164,204.8,2020-12-15,8.95,,,25.0,34.0,18.0,90.0,70.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
4002,USW00094846,41.96017,-87.93164,204.8,2020-12-16,9.4,,,31.0,34.0,29.0,90.0,100.0,15.0,19.0,,,,,,,,,,,,,,,,,,,
4003,USW00094846,41.96017,-87.93164,204.8,2020-12-17,5.14,,,33.0,35.0,27.0,330.0,350.0,12.1,16.1,,,,,,,,,,,,,,,,,,,
4004,USW00094846,41.96017,-87.93164,204.8,2020-12-18,10.07,,,30.0,37.0,24.0,180.0,180.0,21.0,30.0,,,,,,,,1.0,,,,,,,,,,,
4005,USW00094846,41.96017,-87.93164,204.8,2020-12-19,9.62,,,38.0,43.0,36.0,190.0,190.0,18.1,27.1,1.0,,,,,,,1.0,,,,,,,,,,,
4006,USW00094846,41.96017,-87.93164,204.8,2020-12-20,9.17,,,36.0,41.0,32.0,240.0,230.0,19.9,27.1,1.0,,,,,,,1.0,,,,,,,,,,,
4007,USW00094846,41.96017,-87.93164,204.8,2020-12-21,12.97,,,37.0,46.0,33.0,280.0,270.0,25.1,38.9,,,,,,,,,,,,,,,,,,,
4008,USW00094846,41.96017,-87.93164,204.8,2020-12-22,10.29,,,37.0,42.0,32.0,190.0,190.0,21.9,33.1,,,,,,,,,,,,,,,,,,,
4009,USW00094846,41.96017,-87.93164,204.8,2020-12-23,20.8,,,47.0,58.0,26.0,250.0,200.0,31.1,48.1,1.0,,,,,,,,,,,,,,,,,,
4010,USW00094846,41.96017,-87.93164,204.8,2020-12-24,14.76,,,22.0,26.0,9.0,250.0,250.0,32.0,48.1,,,,,,,,1.0,,,,,,,,,,,
4011,USW00094846,41.96017,-87.93164,204.8,2020-12-25,12.53,,,13.0,22.0,8.0,240.0,230.0,21.9,32.0,,,,,,,,,,,,,,,,,,,
4012,USW00094846,41.96017,-87.93164,204.8,2020-12-26,5.82,,,23.0,33.0,19.0,240.0,240.0,15.0,21.9,,,,,,,,,,,,,,,,,,,
4013,USW00094846,41.96017,-87.93164,204.8,2020-12-27,8.72,,,32.0,47.0,25.0,310.0,270.0,21.9,33.1,,,,,,,,,,,,,,,,,,,
4014,USW00094846,41.96017,-87.93164,204.8,2020-12-28,10.51,,,33.0,34.0,21.0,310.0,300.0,18.1,28.0,,,,,,,,1.0,,,,,,,,,,,
4015,USW00094846,41.96017,-87.93164,204.8,2020-12-29,8.28,,,24.0,32.0,18.0,150.0,120.0,19.9,28.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
4016,USW00094846,41.96017,-87.93164,204.8,2020-12-30,14.09,,,32.0,35.0,26.0,270.0,260.0,23.9,34.0,1.0,,,,,1.0,,,,,,,,,,,,,
4017,USW00094846,41.96017,-87.93164,204.8,2020-12-31,4.03,,,26.0,29.0,18.0,310.0,300.0,13.0,17.0,1.0,,,,,,,1.0,,,,,,,,,,,
4018,USW00094846,41.96017,-87.93164,204.8,2021-01-01,11.86,,,27.0,35.0,19.0,40.0,50.0,23.0,31.1,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,
4019,USW00094846,41.96017,-87.93164,204.8,2021-01-02,6.26,,,32.0,35.0,28.0,340.0,340.0,16.1,21.9,1.0,,,,,,,1.0,,,,,,,,,,,
4020,USW00094846,41.96017,-87.93164,204.8,2021-01-03,6.93,,,32.0,33.0,26.0,200.0,230.0,13.0,17.0,1.0,,,,,,,,,,,,,,,,,,
4021,USW00094846,41.96017,-87.93164,204.8,2021-01-04,7.83,,,27.0,30.0,24.0,200.0,220.0,14.1,17.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
4022,USW00094846,41.96017,-87.93164,204.8,2021-01-05,5.59,,,31.0,37.0,29.0,300.0,300.0,15.0,19.9,1.0,,,,,,,1.0,,,,,,,,,,,
4023,USW00094846,41.96017,-87.93164,204.8,2021-01-06,4.7,,,33.0,39.0,31.0,10.0,10.0,10.1,14.1,1.0,,,,,,,1.0,,,,,,,,,,,
4024,USW00094846,41.96017,-87.93164,204.8,2021-01-07,9.17,,,35.0,38.0,33.0,60.0,40.0,15.0,19.0,1.0,,,,,,,,,,,,,,,,,,
4025,USW00094846,41.96017,-87.93164,204.8,2021-01-08,11.86,,,34.0,36.0,30.0,30.0,40.0,21.9,25.9,1.0,,,,,,,,,,,,,,,,,,
4026,USW00094846,41.96017,-87.93164,204.8,2021-01-09,7.38,,,31.0,37.0,28.0,330.0,340.0,13.0,19.0,,,,,,,,,,,,,,,,,,,
4027,USW00094846,41.96017,-87.93164,204.8,2021-01-10,5.82,,,29.0,29.0,24.0,240.0,250.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
4028,USW00094846,41.96017,-87.93164,204.8,2021-01-11,13.2,,,25.0,30.0,22.0,210.0,230.0,19.9,29.1,1.0,,,,,,,1.0,,,,,,,,,,,
4029,USW00094846,41.96017,-87.93164,204.8,2021-01-12,10.74,,,31.0,37.0,27.0,240.0,220.0,16.1,25.1,,,,,,,,,,,,,,,,,,,
4030,USW00094846,41.96017,-87.93164,204.8,2021-01-13,8.5,,,35.0,41.0,31.0,200.0,210.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
4031,USW00094846,41.96017,-87.93164,204.8,2021-01-14,9.17,,,36.0,40.0,32.0,170.0,160.0,19.9,30.0,1.0,,,,,,,,,,,,,,,,,,
4032,USW00094846,41.96017,-87.93164,204.8,2021-01-15,6.04,,,35.0,39.0,30.0,200.0,200.0,14.1,21.0,1.0,,,,,,,,,,,,,,,,,,
4033,USW00094846,41.96017,-87.93164,204.8,2021-01-16,8.5,,,33.0,36.0,30.0,310.0,310.0,15.0,21.9,1.0,,,,,,,,,,,,,,,,,,
4034,USW00094846,41.96017,-87.93164,204.8,2021-01-17,6.71,,,32.0,34.0,27.0,280.0,310.0,10.1,15.0,1.0,,,,,,,,,,,,,,,,,,
4035,USW00094846,41.96017,-87.93164,204.8,2021-01-18,9.17,,,28.0,30.0,23.0,280.0,270.0,17.0,23.9,1.0,,,,,,,,,,,,,,,,,,
4036,USW00094846,41.96017,-87.93164,204.8,2021-01-19,10.07,,,24.0,32.0,20.0,340.0,350.0,23.0,30.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,
4037,USW00094846,41.96017,-87.93164,204.8,2021-01-20,12.97,,,23.0,34.0,13.0,220.0,200.0,25.1,38.0,,,,,,,,,,,,,,,,,,,
4038,USW00094846,41.96017,-87.93164,204.8,2021-01-21,14.32,,,34.0,39.0,30.0,260.0,260.0,25.9,40.0,,,,,,,,,,,,,,,,,,,
4039,USW00094846,41.96017,-87.93164,204.8,2021-01-22,10.29,,,23.0,30.0,12.0,320.0,330.0,19.9,25.9,,,,,,,,,,,,,,,,,,,
4040,USW00094846,41.96017,-87.93164,204.8,2021-01-23,5.59,,,17.0,30.0,10.0,160.0,150.0,12.1,16.1,,,,,,,,,,,,,,,,,,,
4041,USW00094846,41.96017,-87.93164,204.8,2021-01-24,6.93,,,30.0,34.0,27.0,20.0,160.0,13.0,19.0,1.0,,,,,,,,,,,,,,,,,,
4042,USW00094846,41.96017,-87.93164,204.8,2021-01-25,14.32,,,31.0,34.0,28.0,70.0,60.0,25.1,36.9,1.0,,,,,,,,,,,,,,,,,,
4043,USW00094846,41.96017,-87.93164,204.8,2021-01-26,17.67,,,31.0,32.0,25.0,350.0,40.0,25.1,34.0,1.0,,,,,,,,1.0,,,,,,,,,,
4044,USW00094846,41.96017,-87.93164,204.8,2021-01-27,11.18,,,24.0,27.0,14.0,350.0,350.0,16.1,21.9,,,,,,,,1.0,,,,,,,,,,,
4045,USW00094846,41.96017,-87.93164,204.8,2021-01-28,5.14,,,17.0,26.0,8.0,330.0,320.0,13.0,17.0,,,,,,,,,,,,,,,,,,,
4046,USW00094846,41.96017,-87.93164,204.8,2021-01-29,6.04,,,22.0,32.0,16.0,140.0,120.0,14.1,19.0,,,,,,,,,,,,,,,,,,,
4047,USW00094846,41.96017,-87.93164,204.8,2021-01-30,16.55,,,31.0,34.0,29.0,100.0,100.0,29.1,40.9,1.0,1.0,,,,,,,,,,,,,,,,,
4048,USW00094846,41.96017,-87.93164,204.8,2021-01-31,16.78,,,31.0,32.0,30.0,30.0,10.0,23.9,33.1,1.0,,,,,,,,,,,,,,,,,,
4049,USW00094846,41.96017,-87.93164,204.8,2021-02-01,11.18,,,29.0,33.0,22.0,350.0,350.0,23.0,28.0,,,,,,,,,,,,,,,,,,,
4050,USW00094846,41.96017,-87.93164,204.8,2021-02-02,9.17,,,26.0,33.0,21.0,360.0,320.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
4051,USW00094846,41.96017,-87.93164,204.8,2021-02-03,5.14,,,26.0,36.0,17.0,160.0,170.0,13.0,17.0,1.0,,,,,,,1.0,,,,,,,,,,,
4052,USW00094846,41.96017,-87.93164,204.8,2021-02-04,15.21,,,32.0,39.0,19.0,280.0,250.0,31.1,49.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
4053,USW00094846,41.96017,-87.93164,204.8,2021-02-05,18.12,,,17.0,19.0,8.0,250.0,250.0,31.1,42.9,,,,,,,,,1.0,,,,,,,,,,
4054,USW00094846,41.96017,-87.93164,204.8,2021-02-06,9.17,,,9.0,12.0,2.0,260.0,300.0,16.1,21.9,,,,,,,,1.0,,,,,,,,,,,
4055,USW00094846,41.96017,-87.93164,204.8,2021-02-07,8.28,,,1.0,5.0,-7.0,300.0,310.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
4056,USW00094846,41.96017,-87.93164,204.8,2021-02-08,4.03,,,5.0,15.0,1.0,350.0,340.0,12.1,15.0,,,,,,,,,,,,,,,,,,,
4057,USW00094846,41.96017,-87.93164,204.8,2021-02-09,8.28,,,8.0,18.0,0.0,350.0,350.0,18.1,23.0,,,,,,,,,,,,,,,,,,,
4058,USW00094846,41.96017,-87.93164,204.8,2021-02-10,8.28,,,10.0,16.0,6.0,350.0,350.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
4059,USW00094846,41.96017,-87.93164,204.8,2021-02-11,11.41,,,12.0,21.0,2.0,30.0,360.0,18.1,23.9,,,,,,,,,,,,,,,,,,,
4060,USW00094846,41.96017,-87.93164,204.8,2021-02-12,9.62,,,14.0,17.0,7.0,360.0,320.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
4061,USW00094846,41.96017,-87.93164,204.8,2021-02-13,10.96,,,8.0,12.0,-1.0,320.0,300.0,16.1,23.0,1.0,,,,,,,1.0,,,,,,,,,,,
4062,USW00094846,41.96017,-87.93164,204.8,2021-02-14,10.74,,,0.0,4.0,-5.0,330.0,340.0,17.0,23.0,1.0,,,,,,,,,,,,,,,,,,
4063,USW00094846,41.96017,-87.93164,204.8,2021-02-15,16.11,,,4.0,12.0,0.0,360.0,10.0,25.9,34.0,,,,,,,,1.0,1.0,,,,,,,,,,
4064,USW00094846,41.96017,-87.93164,204.8,2021-02-16,10.29,,,12.0,20.0,7.0,340.0,320.0,19.9,28.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,
4065,USW00094846,41.96017,-87.93164,204.8,2021-02-17,4.92,,,15.0,27.0,6.0,130.0,90.0,10.1,15.0,,,,,,,,,,,,,,,,,,,
4066,USW00094846,41.96017,-87.93164,204.8,2021-02-18,5.59,,,21.0,26.0,17.0,360.0,20.0,12.1,13.0,1.0,,,,,,,,,,,,,,,,,,
4067,USW00094846,41.96017,-87.93164,204.8,2021-02-19,8.72,,,16.0,20.0,7.0,240.0,250.0,15.0,23.0,,,,,,,,1.0,,,,,,,,,,,
4068,USW00094846,41.96017,-87.93164,204.8,2021-02-20,5.14,,,17.0,29.0,5.0,200.0,190.0,12.1,14.1,1.0,,,,,,,1.0,,,,,,,,,,,
4069,USW00094846,41.96017,-87.93164,204.8,2021-02-21,10.96,,,26.0,37.0,17.0,210.0,210.0,19.9,35.1,1.0,,,1.0,,,,,,,,,,,,,,,
4070,USW00094846,41.96017,-87.93164,204.8,2021-02-22,14.99,,,33.0,40.0,26.0,230.0,220.0,21.0,31.1,1.0,,,,,,,1.0,,,,,,,,,,,
4071,USW00094846,41.96017,-87.93164,204.8,2021-02-23,10.07,,,40.0,47.0,37.0,240.0,260.0,18.1,27.1,,,,,,,,,,,,,,,,,,,
4072,USW00094846,41.96017,-87.93164,204.8,2021-02-24,10.96,,,42.0,45.0,32.0,320.0,190.0,21.9,32.0,,,,,,,,,,,,,,,,,,,
4073,USW00094846,41.96017,-87.93164,204.8,2021-02-25,7.16,,,34.0,40.0,27.0,300.0,300.0,17.0,23.9,,,,,,,,,,,,,,,,,,,
4074,USW00094846,41.96017,-87.93164,204.8,2021-02-26,8.28,,,34.0,43.0,24.0,150.0,160.0,18.1,25.1,,,,,,,,1.0,,,,,,,,,,,
4075,USW00094846,41.96017,-87.93164,204.8,2021-02-27,7.16,,,40.0,52.0,33.0,240.0,250.0,13.0,17.0,1.0,,,,,,,1.0,,,,,,,,,,,
4076,USW00094846,41.96017,-87.93164,204.8,2021-02-28,11.63,,,43.0,49.0,34.0,250.0,250.0,28.0,38.9,1.0,,,,,,,1.0,,,,,,,,,,,
4077,USW00094846,41.96017,-87.93164,204.8,2021-03-01,8.5,,,33.0,35.0,24.0,360.0,340.0,19.9,23.9,,,,,,,,,,,,,,,,,,,
4078,USW00094846,41.96017,-87.93164,204.8,2021-03-02,10.74,,,30.0,43.0,22.0,230.0,200.0,21.9,32.0,,,,,,,,,,,,,,,,,,,
4079,USW00094846,41.96017,-87.93164,204.8,2021-03-03,8.28,,,44.0,59.0,33.0,220.0,240.0,18.1,30.0,,,,,,,,,,,,,,,,,,,
4080,USW00094846,41.96017,-87.93164,204.8,2021-03-04,13.42,,,36.0,37.0,27.0,30.0,10.0,23.9,34.0,,,,,,,,,,,,,,,,,,,
4081,USW00094846,41.96017,-87.93164,204.8,2021-03-05,5.82,,,34.0,49.0,24.0,320.0,320.0,16.1,23.0,,,,,,,,,,,,,,,,,,,
4082,USW00094846,41.96017,-87.93164,204.8,2021-03-06,3.36,,,36.0,48.0,26.0,90.0,60.0,13.0,17.0,,,,,,,,,,,,,,,,,,,
4083,USW00094846,41.96017,-87.93164,204.8,2021-03-07,7.16,,,36.0,52.0,26.0,170.0,190.0,15.0,21.0,,,,,,,,,,,,,,,,,,,
4084,USW00094846,41.96017,-87.93164,204.8,2021-03-08,10.74,,,51.0,62.0,44.0,270.0,250.0,23.9,33.1,,,,,,,,,,,,,,,,,,,
4085,USW00094846,41.96017,-87.93164,204.8,2021-03-09,10.07,,,53.0,69.0,40.0,190.0,170.0,28.0,40.0,,,,,,,,,,,,,,,,,,,
4086,USW00094846,41.96017,-87.93164,204.8,2021-03-10,19.01,,,61.0,69.0,57.0,210.0,220.0,36.9,53.0,,,,,,,,,,,,,,,,,,,
4087,USW00094846,41.96017,-87.93164,204.8,2021-03-11,13.87,,,55.0,64.0,42.0,240.0,220.0,36.0,55.0,,,,,,,,,,,,,,,,,,,
4088,USW00094846,41.96017,-87.93164,204.8,2021-03-12,8.28,,,45.0,54.0,37.0,320.0,330.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
4089,USW00094846,41.96017,-87.93164,204.8,2021-03-13,5.37,,,43.0,59.0,31.0,270.0,270.0,12.1,16.1,,,,,,,,,,,,,,,,,,,
4090,USW00094846,41.96017,-87.93164,204.8,2021-03-14,16.78,,,45.0,48.0,36.0,30.0,30.0,31.1,38.9,,,,,,,,,,,,,,,,,,,
4091,USW00094846,41.96017,-87.93164,204.8,2021-03-15,16.11,,,35.0,40.0,29.0,80.0,80.0,28.0,36.9,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
4092,USW00094846,41.96017,-87.93164,204.8,2021-03-16,6.49,,,35.0,38.0,33.0,50.0,60.0,12.1,15.0,1.0,,,,,1.0,,,,,,,,,,,,,
4093,USW00094846,41.96017,-87.93164,204.8,2021-03-17,13.2,,,36.0,39.0,34.0,20.0,20.0,28.0,36.0,1.0,,,,,,,1.0,,,,,,,,,,,
4094,USW00094846,41.96017,-87.93164,204.8,2021-03-18,27.96,,,39.0,43.0,36.0,20.0,20.0,38.9,52.1,1.0,,,,,,,,,,,,,,,,,,
4095,USW00094846,41.96017,-87.93164,204.8,2021-03-19,10.29,,,39.0,45.0,32.0,60.0,60.0,23.0,31.1,,,,,,,,,,,,,,,,,,,
4096,USW00094846,41.96017,-87.93164,204.8,2021-03-20,6.26,,,41.0,58.0,28.0,190.0,160.0,14.1,19.0,,,,,,,,,,,,,,,,,,,
4097,USW00094846,41.96017,-87.93164,204.8,2021-03-21,9.84,,,50.0,65.0,37.0,190.0,200.0,19.9,29.1,,,,,,,,,,,,,,,,,,,
4098,USW00094846,41.96017,-87.93164,204.8,2021-03-22,9.84,,,56.0,68.0,46.0,210.0,200.0,21.0,32.0,,,,,,,,,,,,,,,,,,,
4099,USW00094846,41.96017,-87.93164,204.8,2021-03-23,10.51,,,57.0,64.0,50.0,150.0,150.0,23.0,31.1,1.0,,,,,,,,,,,,,,,,,,
4100,USW00094846,41.96017,-87.93164,204.8,2021-03-24,14.99,,,55.0,58.0,46.0,220.0,250.0,29.1,42.1,1.0,,,,,,,,,,,,,,,,,,
4101,USW00094846,41.96017,-87.93164,204.8,2021-03-25,11.63,,,47.0,50.0,38.0,20.0,10.0,28.0,36.9,1.0,,,,,,,,,,,,,,,,,,
4102,USW00094846,41.96017,-87.93164,204.8,2021-03-26,6.49,,,39.0,45.0,35.0,350.0,350.0,21.0,28.0,,,,,,,,,,,,,,,,,,,
4103,USW00094846,41.96017,-87.93164,204.8,2021-03-27,9.62,,,47.0,66.0,36.0,150.0,150.0,19.9,28.0,1.0,,,,,,,1.0,,,,,,,,,,,
4104,USW00094846,41.96017,-87.93164,204.8,2021-03-28,15.66,,,48.0,51.0,35.0,300.0,290.0,29.1,40.9,,,,,,,,,,,,,,,,,,,
4105,USW00094846,41.96017,-87.93164,204.8,2021-03-29,14.99,,,44.0,62.0,31.0,180.0,180.0,27.1,51.0,,,,,,,,,,,,,,,,,,,
4106,USW00094846,41.96017,-87.93164,204.8,2021-03-30,17.0,,,57.0,68.0,44.0,220.0,220.0,29.1,42.1,,,,,,,,1.0,,,,,,,,,,,
4107,USW00094846,41.96017,-87.93164,204.8,2021-03-31,14.09,,,42.0,44.0,32.0,360.0,290.0,21.9,31.1,,,,,,,,,,,,,,,,,,,
4108,USW00094846,41.96017,-87.93164,204.8,2021-04-01,11.63,,,33.0,40.0,24.0,360.0,340.0,21.0,31.1,,,,,,,,,,,,,,,,,,,
4109,USW00094846,41.96017,-87.93164,204.8,2021-04-02,8.72,,,36.0,51.0,26.0,220.0,160.0,17.0,28.0,,,,,,,,,,,,,,,,,,,
4110,USW00094846,41.96017,-87.93164,204.8,2021-04-03,12.97,,,51.0,71.0,40.0,230.0,230.0,23.9,35.1,,,,,,,,,,,,,,,,,,,
4111,USW00094846,41.96017,-87.93164,204.8,2021-04-04,5.82,,,60.0,76.0,43.0,150.0,150.0,18.1,25.1,,,,,,,,1.0,,,,,,,,,,,
4112,USW00094846,41.96017,-87.93164,204.8,2021-04-05,11.63,,,67.0,76.0,60.0,220.0,240.0,23.0,36.0,,,1.0,,,,,,,,,,,,,,,,
4113,USW00094846,41.96017,-87.93164,204.8,2021-04-06,10.74,,,70.0,81.0,59.0,210.0,210.0,21.9,35.1,,,,,,,,,,,,,,,,,,,
4114,USW00094846,41.96017,-87.93164,204.8,2021-04-07,10.51,,,70.0,82.0,60.0,220.0,220.0,29.1,40.0,,,,,,,,,,,,,,,,,,,
4115,USW00094846,41.96017,-87.93164,204.8,2021-04-08,9.17,,,63.0,69.0,52.0,220.0,210.0,23.0,33.1,1.0,,,,,,,1.0,,,,,,,,,,,
4116,USW00094846,41.96017,-87.93164,204.8,2021-04-09,10.51,,,54.0,62.0,51.0,240.0,240.0,23.9,36.0,1.0,,,,,,,,,,,,,,,,,,
4117,USW00094846,41.96017,-87.93164,204.8,2021-04-10,8.05,,,53.0,55.0,47.0,50.0,60.0,21.0,25.1,1.0,,,,,,,,,,,,,,,,,,
4118,USW00094846,41.96017,-87.93164,204.8,2021-04-11,5.14,,,50.0,56.0,45.0,160.0,160.0,12.1,16.1,1.0,,,,,,,,,,,,,,,,,,
4119,USW00094846,41.96017,-87.93164,204.8,2021-04-12,11.41,,,54.0,62.0,48.0,280.0,230.0,23.0,35.1,1.0,,,,,,,,,,,,,,,,,,
4120,USW00094846,41.96017,-87.93164,204.8,2021-04-13,11.41,,,49.0,54.0,42.0,240.0,260.0,23.0,32.0,,,,,,,,,,,,,,,,,,,
4121,USW00094846,41.96017,-87.93164,204.8,2021-04-14,10.29,,,44.0,51.0,36.0,280.0,250.0,18.1,27.1,,,,,,,,,,,,,,,,,,,
4122,USW00094846,41.96017,-87.93164,204.8,2021-04-15,8.95,,,45.0,56.0,39.0,320.0,310.0,18.1,25.9,,,,,,,,,,,,,,,,,,,
4123,USW00094846,41.96017,-87.93164,204.8,2021-04-16,6.49,,,47.0,57.0,38.0,60.0,80.0,13.0,19.9,,,,,,,,,,,,,,,,,,,
4124,USW00094846,41.96017,-87.93164,204.8,2021-04-17,7.16,,,44.0,56.0,35.0,30.0,30.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
4125,USW00094846,41.96017,-87.93164,204.8,2021-04-18,5.82,,,49.0,62.0,39.0,250.0,240.0,15.0,23.9,,,,,,,,,,,,,,,,,,,
4126,USW00094846,41.96017,-87.93164,204.8,2021-04-19,11.86,,,51.0,52.0,40.0,260.0,250.0,18.1,25.1,,,,,,,,,,,,,,,,,,,
4127,USW00094846,41.96017,-87.93164,204.8,2021-04-20,6.26,,,40.0,43.0,34.0,330.0,320.0,15.0,21.0,1.0,,,,,,,1.0,,,,,,,,,,,
4128,USW00094846,41.96017,-87.93164,204.8,2021-04-21,8.95,,,39.0,50.0,33.0,320.0,300.0,25.1,38.0,1.0,,,,,,,1.0,,,,,,,,,,,
4129,USW00094846,41.96017,-87.93164,204.8,2021-04-22,9.17,,,42.0,60.0,32.0,270.0,240.0,18.1,28.0,,,,,,,,1.0,,,,,,,,,,,
4130,USW00094846,41.96017,-87.93164,204.8,2021-04-23,10.51,,,53.0,62.0,43.0,240.0,180.0,19.9,27.1,,,,,,,,,,,,,,,,,,,
4131,USW00094846,41.96017,-87.93164,204.8,2021-04-24,4.92,,,55.0,64.0,44.0,30.0,40.0,23.0,27.1,,,,,,,,,,,,,,,,,,,
4132,USW00094846,41.96017,-87.93164,204.8,2021-04-25,10.96,,,46.0,47.0,39.0,30.0,30.0,18.1,23.9,,,,,,,,,,,,,,,,,,,
4133,USW00094846,41.96017,-87.93164,204.8,2021-04-26,15.21,,,53.0,79.0,40.0,180.0,210.0,32.0,50.1,,,,,,,,,,,,,,,,,,,
4134,USW00094846,41.96017,-87.93164,204.8,2021-04-27,14.32,,,73.0,87.0,50.0,210.0,200.0,21.9,32.0,,,,,,,,,,,,,,,,,,,
4135,USW00094846,41.96017,-87.93164,204.8,2021-04-28,9.17,,,52.0,51.0,46.0,60.0,60.0,15.0,19.0,1.0,,,,,,,1.0,,,,,,,,,,,
4136,USW00094846,41.96017,-87.93164,204.8,2021-04-29,9.62,,,53.0,71.0,48.0,300.0,310.0,36.0,57.0,1.0,,,,,,,,,,,,,,,,,,
4137,USW00094846,41.96017,-87.93164,204.8,2021-04-30,11.86,,,53.0,56.0,42.0,40.0,40.0,28.0,34.0,,,,,,,,,,,,,,,,,,,
4138,USW00094846,41.96017,-87.93164,204.8,2021-05-01,17.22,,,56.0,85.0,42.0,220.0,220.0,35.1,49.0,,,,,,,,,,,,,,,,,,,
4139,USW00094846,41.96017,-87.93164,204.8,2021-05-02,16.11,,,74.0,85.0,63.0,190.0,190.0,29.1,40.0,,,,,,,,,,,,,,,,,,,
4140,USW00094846,41.96017,-87.93164,204.8,2021-05-03,8.72,,,65.0,73.0,58.0,330.0,190.0,17.0,25.9,1.0,,,,,,,,,,,,,,,,,,
4141,USW00094846,41.96017,-87.93164,204.8,2021-05-04,8.5,,,57.0,58.0,45.0,360.0,320.0,15.0,19.0,,,,,,,,,,,,,,,,,,,
4142,USW00094846,41.96017,-87.93164,204.8,2021-05-05,9.17,,,51.0,61.0,41.0,350.0,360.0,21.0,30.0,,,,,,,,,,,,,,,,,,,
4143,USW00094846,41.96017,-87.93164,204.8,2021-05-06,7.61,,,49.0,56.0,44.0,30.0,360.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
4144,USW00094846,41.96017,-87.93164,204.8,2021-05-07,9.84,,,50.0,60.0,39.0,40.0,340.0,23.0,30.0,,,,,,,,,,,,,,,,,,,
4145,USW00094846,41.96017,-87.93164,204.8,2021-05-08,6.71,,,45.0,54.0,37.0,90.0,100.0,15.0,21.0,,,,,,,,,,,,,,,,,,,
4146,USW00094846,41.96017,-87.93164,204.8,2021-05-09,12.3,,,46.0,57.0,40.0,20.0,30.0,23.0,29.1,1.0,,,,,,,,,,,,,,,,,,
4147,USW00094846,41.96017,-87.93164,204.8,2021-05-10,9.17,,,46.0,52.0,39.0,40.0,10.0,17.0,23.9,,,,,,,,,,,,,,,,,,,
4148,USW00094846,41.96017,-87.93164,204.8,2021-05-11,6.93,,,46.0,56.0,36.0,40.0,40.0,21.0,31.1,,,,,,,,,,,,,,,,,,,
