"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094846","41.96017","-87.93164","204.8","2015-05-21","9.84",,,"52","69","45","  290","  320","18.1","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-22","8.50",,,"59","66","47","  350","  340","16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-23","7.61",,,"62","80","46","  190","  180","19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-24","7.38",,,"66","72","59","   90","  170","15.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-25","15.21",,,"70","78","65","  200","  220","25.9","36.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-26","12.75",,,"71","74","64","  200","  200","31.1","42.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-27","10.74",,,"68","74","59","  280","  290","23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-28","6.04",,,"69","82","54","   90","   90","16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-29","9.84",,,"72","81","63","  220","  220","25.1","38.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-30","14.32",,,"64","71","44","   20","   20","29.1","38.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-05-31","16.11",,,"47","55","42","   20","   30","25.9","33.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-01","9.40",,,"51","60","44","   50","   40","17.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-02","5.37",,,"56","70","42","  110","  120","15.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-03","6.93",,,"62","77","50","  130","  180","15.0","21.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-04","7.38",,,"68","81","57","  190","  190","14.1","19.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-05","14.76",,,"65","70","55","   10","   20","25.1","29.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-06","8.28",,,"60","71","52","   40","   60","14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-07","12.08",,,"66","81","55","  210","  180","21.0","29.1","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-08","11.41",,,"73","84","61","  340","  340","28.0","35.1",,,"    1",,"    1",,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-09","8.72",,,"70","85","60","  230","  210","15.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-10","11.41",,,"80","92","68","  250","  250","23.0","31.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-11","8.28",,,"69","72","58","   40","   30","19.9","23.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-12","8.28",,,"62","67","56","   30","   20","16.1","19.9","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-13","6.71",,,"66","86","56","  130","  150","17.0","23.0","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-14","6.93",,,"73","83","68","  260","  230","17.0","23.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-15","5.59",,,"75","80","68","  350","  340","18.1","25.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-16","10.29",,,"69","72","56","   20",,"14.1",,"    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-17","4.70",,,"61","72","56","  190","  360","8.9","11.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-18","10.29",,,"72","79","58","   10","   10","21.0","25.9","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-19","10.29",,,"61","67","54","   40","   40","16.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-20","7.16",,,"63","78","53","  160","  160","25.1","31.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-21","8.28",,,"74","84","67","  270","  260","16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-22","10.51",,,"75","83","66","  200","  200","28.0","35.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-23","9.84",,,"75","82","63","  330","  330","21.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-24","4.92",,,"70","79","60","  270","  250","15.0","18.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-25","7.16",,,"71","79","61","  360","  350","15.0","21.0","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-26","9.40",,,"63","67","58","   40","   40","16.1","21.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-27","8.95",,,"64","76","56","   40","   40","19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-28","3.80",,,"67","79","54","  180","  180","14.1","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-29","4.03",,,"68","75","64","   80","   90","13.0","16.1","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-06-30","8.50",,,"68","77","57","   40","  340","17.0","23.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-01","7.38",,,"61","69","54","   60","   30","14.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-02","9.40",,,"59","69","53","   40","   50","17.0","21.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-03","4.47",,,"64","77","55","   60","   60","12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-04","4.47",,,"70","81","59","   70","  260","10.1","15.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-05","5.14",,,"72","83","60","  180","  210","13.0","17.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-06","9.62",,,"74","85","64","  280","  270","25.9","32.0","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-07","14.32",,,"67","71","55","   30","   20","25.1","32.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-08","7.61",,,"60","67","54","   70","   30","13.0","17.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-09","7.16",,,"64","77","58","   20","   10","14.1","16.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-10","3.80",,,"69","83","59","  100","   80","12.1","15.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-11","5.14",,,"70","78","61","  140","  190","13.0","18.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-12","6.26",,,"74","83","69","  130","  130","14.1","18.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-13","9.62",,,"76","86","68","  320","  320","32.0","40.0","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-14","12.53",,,"76","83","61","   10","   10","23.9","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-15","8.50",,,"66","75","59","   20","   10","16.1","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-16","7.61",,,"66","75","58","  150","  150","21.0","25.9","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-17","8.05",,,"77","92","71","  290","  260","23.0","33.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-18","8.28",,,"79","89","73","  150","   30","23.0","30.0","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-19","8.28",,,"79","85","65","  300","  320","21.0","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-20","8.50",,,"74","85","63","  260","  250","17.0","21.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-21","8.50",,,"75","82","65","  340","  330","18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-22","4.92",,,"74","83","64","  100","   90","12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-23","4.03",,,"74","85","63","  100","   40","12.1","16.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-24","6.71",,,"75","84","64","  200","  210","18.1","25.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-25","7.83",,,"80","91","69","   60","   70","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-26","4.92",,,"75","80","64","   70","   40","12.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-27","8.50",,,"77","88","67","  110","  110","17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-28","5.82",,,"79","91","67","  140","  130","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-29","10.96",,,"81","88","70","  330","  280","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-30","11.63",,,"77","88","65","  300","  320","23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-07-31","12.30",,,"78","87","67","  320","  320","25.9","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-01","10.96",,,"76","87","64","  250","  260","21.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-02","13.87",,,"80","91","67","  260","  270","36.9","52.1",,,"    1",,"    1",,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-03","9.84",,,"76","82","67","  310","  320","19.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-04","7.61",,,"72","82","61","  290","  290","18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-05","6.04",,,"73","82","61","   70","   60","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-06","7.16",,,"73","83","64","   70","  100","14.1","18.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-07","8.50",,,"73","83","63","  190","  160","18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-08","7.16",,,"75","82","68","  330","  330","17.0","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-09","4.70",,,"72","80","67","  180","  170","14.1","18.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-10","6.04",,,"75","84","68","   10","   10","23.0","28.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-11","6.71",,,"73","82","65","   40","   60","18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-12","4.92",,,"71","81","61","   50","   60","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-13","9.84",,,"74","85","65","  240","  250","18.1","25.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-14","9.84",,,"78","90","67","  350","  320","29.1","40.0","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-15","5.37",,,"77","92","67","  180","  300","18.1","21.9",,,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-16","6.71",,,"79","89","71","  200","  200","17.0","23.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-17","7.16",,,"79","88","68","  180","  190","23.0","30.0","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-18","8.72",,,"74","83","67","  180","  180","25.9","32.0","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-19","13.42",,,"72","75","62","  220","  250","21.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-20","13.87",,,"65","74","59","  280","  290","25.9","35.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-21","8.05",,,"69","82","55","  180","  190","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-22","10.51",,,"72","81","60","  180","  160","21.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-23","11.41",,,"71","77","61","  280","  290","23.9","34.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-24","14.09",,,"65","75","55","  260","  250","29.1","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-25","8.50",,,"63","72","59","  330","  310","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-26","6.26",,,"62","67","56","  340","  340","12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-27","4.25",,,"63","76","51","  110","  110","16.1","21.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-28","5.14",,,"65","72","56","  100","  240","12.1","14.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-29","6.04",,,"68","70","63","   30","  130","13.0","16.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-30","4.03",,,"68","77","62","  100","   70","8.9","15.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-08-31","2.68",,,"71","85","60","  230","  210","13.0","18.1","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-01","6.71",,,"78","88","68","  210","  200","16.1","21.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-02","7.38",,,"80","90","72","  210","  220","18.1","23.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-03","8.95",,,"81","91","71","   50","   40","21.0","23.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-04","5.37",,,"74","85","68","   70","   70","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-05","7.16",,,"75","87","69","  150","  170","16.1","19.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-06","9.62",,,"80","92","70","  200","  190","19.9","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-07","6.71",,,"81","88","76","  210","  200","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-08","8.50",,,"77","81","68","  270","  260","28.0","35.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-09","6.26",,,"70","77","58","   20","   40","14.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-10","5.59",,,"64","74","54","  320","  320","21.9","27.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-11","10.74",,,"62","67","54","  320","  330","23.9","29.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-12","10.51",,,"58","65","50","   40","   30","19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-13","7.38",,,"58","70","48","  290","  270","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-14","12.97",,,"65","82","52","  200","  180","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-15","11.41",,,"73","82","62","  170","  170","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-16","11.18",,,"71","83","56","  190","  190","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-17","11.41",,,"72","85","61","  270","  280","36.9","48.1","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-18","7.16",,,"72","74","65","  300","  310","31.1","42.9","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-19","9.84",,,"65","71","53","  320","  330","28.0","33.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-20","4.47",,,"60","73","50","  100","  110","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-21","5.14",,,"62","74","52","   90","  100","14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-22","3.58",,,"65","80","53","  100","  190","10.1","12.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-23","4.25",,,"68","80","57","   70","  100","14.1","17.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-24","5.59",,,"67","76","56","   50","  180","12.1","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-25","8.72",,,"65","73","60","   40","   40","18.1","21.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-26","7.61",,,"67","75","60","  100","   60","15.0","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-27","7.16",,,"67","74","61","  140","  120","12.1","14.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-28","4.25",,,"70","77","64","  190","  190","12.1","14.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-29","14.54",,,"64","68","55","   20","   20","29.1","34.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-09-30","15.43",,,"57","61","52","   20","   20","25.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-01","18.12",,,"55","59","52","   40","   40","28.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-02","19.01",,,"55","60","51","   50","   50","25.1","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-03","17.00",,,"52","54","48","   50","   60","25.1","36.9","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-04","11.41",,,"52","57","50","   50","   60","17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-05","6.93",,,"57","60","55","   50","   40","10.1","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-06","4.92",,,"60","71","55","  140","  110","12.1","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-07","7.38",,,"62","71","54","   50","   50","15.0","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-08","8.28",,,"62","77","50","  220","  200","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-09","10.51",,,"60","64","47","  340","  350","19.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-10","5.82",,,"53","65","42","  220","  250","15.0","19.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-11","12.75",,,"62","79","51","  200","  200","23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-12","15.43",,,"67","75","53","  280","  280","31.1","40.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-13","11.63",,,"56","63","47","  290","  310","23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-14","8.05",,,"52","63","42","  290","  290","17.0","21.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-15","11.18",,,"55","69","46","  320","  280","33.1","44.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-16","11.18",,,"49","55","37","  320","  280","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-17","9.17",,,"42","53","33","  310","  310","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-18","5.82",,,"45","60","33","  310","  310","12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-19","18.79",,,"55","73","47","  210","  210","28.0","38.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-20","10.07",,,"64","74","57","  210","  230","19.9","27.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-21","10.74",,,"63","75","52","  230","  210","21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-22","7.16",,,"60","62","51","   30","   60","13.0","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-23","11.63",,,"55","64","52","  130","  120","18.1","23.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-24","14.32",,,"62","66","46","  270","  270","25.9","36.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-25","4.03",,,"51","62","41","  330","  330","13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-26","5.82",,,"49","61","37","  110","   70","14.1","18.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-27","13.42",,,"53","56","50","  110","  110","25.9","32.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-28","14.99",,,"53","56","37","  280","  270","31.1","42.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-29","15.43",,,"41","47","36","  270","  250","28.0","36.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-30","6.71",,,"45","56","36","  180","  180","15.0","18.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-10-31","11.41",,,"47","52","45","  270","  270","21.9","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-01","10.29",,,"53","63","44","  250","  250","19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-02","10.51",,,"58","72","47","  210","  220","21.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-03","6.26",,,"58","70","44","  180","  170","17.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-04","8.28",,,"58","71","48","  200","  200","18.1","23.0","    1","    1",,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-05","16.11",,,"64","70","59","  200","  190","31.1","40.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-06","14.76",,,"56","65","41","  270","  260","30.0","38.9","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-07","9.62",,,"44","53","35","  290","  270","21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-08","4.25",,,"41","52","28","  210","  210","13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-09","2.24",,,"42","56","29","   90","   50","10.1","13.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-10","3.80",,,"45","56","32","  230","  240","10.1","12.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-11","14.32",,,"48","63","36","  170","  150","36.0","46.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-12","23.49",,,"48","56","42","  250","  240","36.0","50.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-13","15.21",,,"42","47","32","  290","  280","31.1","42.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-14","8.50",,,"39","57","25","  200","  210","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","41.96017","-87.93164","204.8","2015-11-15","10.29",,,"53","64","44","  220","  230","19.9","25.1",,,,,,,,,,,,,,,,,,,
